gene_id,gene_name,logFC,logCPM,PValue,FDR,seqnames,start,end,width,strand,entrezid,aveLen,maxLen,aveGc,longestGc,LR,DE,Status
ENSMUSG00000019774,Mtrf1l,0.17508513099931086,3.8468986191555183,0.11852536189746599,0.25693395797446605,10,5811887,5823910,12024,-,108853,1270.6666666666667,2588,45.855194123819516,47.2952086553323,2.436699683288971,FALSE,not DE
ENSMUSG00000027108,Ola1,-0.1741454989375278,6.32785511062345,0.11859309405485602,0.25702832994300767,2,73092801,73218924,126124,-,67059,1305.3333333333333,2175,42.77323799795709,42.8505747126437,2.435803759117782,FALSE,not DE
ENSMUSG00000037349,Nudt22,-0.1456078874812314,3.813271276318716,0.1186470524840511,0.25707083408998466,19,6993018,6996117,3100,-,68323,887.6666666666666,1073,58.467893353360886,59.2730661696179,2.4350904312447472,FALSE,not DE
ENSMUSG00000079557,March2,0.12382515519261937,5.817778032027458,0.11866110897601155,0.25707083408998466,17,33685692,33718670,32979,-,224703,1806,3400,50.91362126245848,48.2352941176471,2.434904663997518,FALSE,not DE
ENSMUSG00000029125,Stx18,-0.14996100367247328,4.4671316320703145,0.11873796854339196,0.25714268556135395,5,38038742,38137765,99024,+,71116,1130.4444444444443,3002,50.72734421073322,50.5662891405729,2.4338893364884395,FALSE,not DE
ENSMUSG00000097412,1810014B01Rik,-0.32024455050663253,2.1132854750572982,0.1187426918356657,0.25714268556135395,10,86685525,86694806,9282,+,"NA",1159.6666666666667,1665,44.10750215579188,42.5225225225225,2.4338269647328836,FALSE,not DE
ENSMUSG00000036158,Prickle1,0.2707073565844361,2.4393843681493705,0.11895495440904374,0.257549842179548,15,93499114,93595891,96778,-,106042,4114.5,4144,51.90181066958321,51.8098455598456,2.4310268362079217,FALSE,not DE
ENSMUSG00000027651,Rprd1b,-0.126897248365148,5.637914819171642,0.11907430195752618,0.2577195338700396,2,158028497,158132297,103801,+,70470,2758,4504,49.759789702683115,49.7779751332149,2.429454852058468,FALSE,not DE
ENSMUSG00000021140,Pcnx,-0.14413065476401088,5.247787704827457,0.11908185579308551,0.2577195338700396,12,81860023,82000924,140902,+,54604,4705.625,12139,50.43166423163767,49.3862756404976,2.4293554155068726,FALSE,not DE
ENSMUSG00000035674,Ndufa3,0.10604960412077429,6.123710263913149,0.11915691022618766,0.25782943581637097,7,3617373,3620327,2955,+,66091,433.8333333333333,782,53.092585478294275,52.4296675191816,2.428367799194211,FALSE,not DE
ENSMUSG00000090100,Ttbk2,0.346481366300306,2.705003592156577,0.11921389770715889,0.25790020803369484,2,120732816,120850604,117789,-,140810,6461.833333333333,11152,43.73629774831705,42.5663558106169,2.4276183794825066,FALSE,not DE
ENSMUSG00000035765,Dym,-0.2058261617967023,5.183720947869361,0.11928906567084982,0.2580102739881423,18,75018781,75286964,268184,+,69190,2068.6666666666665,4307,47.69577827908476,44.1374506617135,2.4266304814884734,FALSE,not DE
ENSMUSG00000067199,Frat1,-0.2677934029984903,2.8135319645645067,0.11941933114650272,0.2582394412536954,19,41829970,41832583,2614,+,14296,2614,2614,59.6786534047437,59.6786534047437,2.424920092360683,FALSE,not DE
ENSMUSG00000043432,Leng9,-0.23968845758466575,2.3002341553711294,0.11960070379472774,0.25853732684719427,7,4147915,4150374,2460,-,243813,2460,2460,56.951219512195095,56.9512195121951,2.422542100266641,FALSE,not DE
ENSMUSG00000035992,Fnip1,-0.12939014977782523,5.1192157338802975,0.11962928234314746,0.25853732684719427,11,54438199,54518235,80037,+,216742,4496.5,6255,39.819859891026326,38.9288569144684,2.4221677685046625,FALSE,not DE
ENSMUSG00000020515,Cnot8,-0.11009957933521286,5.937957212893651,0.11963010369553378,0.25853732684719427,11,58104153,58118594,14442,+,69125,1278.75,2099,49.42326490713586,48.4992853739876,2.422157011608773,FALSE,not DE
ENSMUSG00000035198,Tubg1,-0.18503301476429854,4.733993127671298,0.11979162850876858,0.2588337424776525,11,101119938,101126419,6482,+,103733,1327,1802,56.44310474755089,57.2142064372919,2.4200431784191068,FALSE,not DE
ENSMUSG00000024963,Dnajc4,0.209776531804981,3.888512294176262,0.11997378231895202,0.2591746015440123,19,6987911,6992572,4662,-,57431,699,1074,57.25321888412018,57.4487895716946,2.4176631607597976,FALSE,not DE
ENSMUSG00000029198,Grpel1,-0.28559692686736277,5.548710516910127,0.12001494175109204,0.25921079936561603,5,36464998,36474080,9083,+,17713,3528,3528,47.250566893424,47.250566893424,2.4171259265871754,FALSE,not DE
ENSMUSG00000031838,Ifi30,0.2204149283602842,5.247139881934903,0.12014132815121156,0.2594310200492314,8,70762774,70766663,3890,-,65972,980.5,981,53.39112697603261,53.4148827726809,2.415477539944149,FALSE,not DE
ENSMUSG00000074513,Arfip1,-0.2473949633513642,3.297125808734768,0.12018164261322138,0.2594653267962678,3,84496093,84582625,86533,-,99889,1952,2799,42.1789617486339,39.7999285459093,2.414952144958427,FALSE,not DE
ENSMUSG00000003421,Nosip,0.09222648892686769,5.742807118709251,0.1202376502244708,0.25953349333150355,7,45062429,45078210,15782,+,66394,764.9,1814,59.18420708589357,57.0562293274531,2.4142225540387905,FALSE,not DE
ENSMUSG00000117810,Gm8934,-0.37772699882206634,1.8073023368746521,0.12051590541145904,0.26008125706633844,18,70647149,70648037,889,-,"NA",889,889,44.99437570303711,44.9943757030371,2.4106033946228607,FALSE,not DE
ENSMUSG00000028760,Eif4g3,0.15293684266576105,7.516155249324441,0.12061496921158314,0.2602360593176483,4,137993022,138208508,215487,+,230861,3063.9333333333334,8134,52.392349702996135,51.6597000245881,2.409317142617791,FALSE,not DE
ENSMUSG00000018599,Mief2,-0.16985037542505302,3.9256352548632334,0.12063663679910566,0.2602360593176483,11,60728398,60732951,4554,+,237781,1198.3333333333333,2522,58.859527121001406,57.573354480571,2.409035964934427,FALSE,not DE
ENSMUSG00000022010,Tsc22d1,-0.22609777006295714,4.225789706351446,0.12078990942837232,0.2604821894949441,14,76414961,76507765,92805,+,21807,1452.3125,4999,52.11946464689934,57.7315463092619,2.407048560358266,FALSE,not DE
ENSMUSG00000029998,Pcyox1,0.18681970762654004,3.9820958859510234,0.1207997802157875,0.2604821894949441,6,86386006,86397154,11149,-,66881,1233,4295,49.83779399837792,47.6833527357392,2.4069206668626926,FALSE,not DE
ENSMUSG00000028970,Abcb1b,-0.15680729772613677,4.244113800295215,0.12083691361626366,0.26050937617859804,5,8798147,8866315,68169,+,18669,1586.4444444444443,4306,45.11836391651492,45.6572224802601,2.406439641698139,FALSE,not DE
ENSMUSG00000035629,Rubcn,-0.12229018666382675,4.786098068458244,0.12094608448420179,0.26069182414593983,16,32821703,32877766,56064,-,100502698,2910.8888888888887,5311,54.275135506527214,54.4341931839578,2.405026392728459,FALSE,not DE
ENSMUSG00000066442,Mthfs,0.25418461795236885,2.3471013288556586,0.12101066183087913,0.26077809899930987,9,89210676,89377713,167038,+,107885,949.3076923076923,3971,45.11789968398024,41.2238730798288,2.4041910850233155,FALSE,not DE
ENSMUSG00000012535,Tnpo3,-0.09705248022988795,6.743592598408091,0.12110864851670769,0.2609192873039585,6,29540827,29609887,69061,-,320938,2468.3636363636365,4251,44.53447259870358,47.5417548812044,2.402924570353628,FALSE,not DE
ENSMUSG00000097048,1600020E01Rik,0.3503223851696191,3.378068135589778,0.12112530650497265,0.2609192873039585,6,86526247,86582466,56220,+,"NA",1088.625,2099,48.49006774600987,55.3596950929014,2.402709372514199,FALSE,not DE
ENSMUSG00000042751,Nmnat2,0.33327586644227813,1.4687539085885115,0.12123782254375748,0.26110870864959285,1,152954993,153119261,164269,+,226518,1903,4638,50.32404974601507,50.0646830530401,2.4012566813331855,FALSE,not DE
ENSMUSG00000041231,Ublcp1,-0.15223234730104304,4.81645355242462,0.12126999338375127,0.2611250496092045,11,44454571,44470498,15928,-,79560,935.8333333333334,2088,42.012466607301846,43.1992337164751,2.4008415991871352,FALSE,not DE
ENSMUSG00000034163,Zfc3h1,0.3399282689865721,6.77235053569607,0.12135063928284695,0.2612457418853669,10,115384959,115432772,47814,+,216345,2401,6957,44.07538525614327,45.6087393991663,2.3998016068456707,FALSE,not DE
ENSMUSG00000032637,Atxn2l,0.16965997648572845,7.661565943057898,0.12138947805331138,0.26127640038141303,7,126491708,126503437,11730,-,233871,2616.6666666666665,4023,57.59235668789808,57.2458364404673,2.39930102352735,FALSE,not DE
ENSMUSG00000035202,Lars2,0.41939548131018617,7.059824563648642,0.12141921722552333,0.26128746462105124,9,123366927,123462666,95740,+,102436,2006,3894,48.63188213138363,51.1813045711351,2.398917842646245,FALSE,not DE
ENSMUSG00000031901,Dus2,-0.15579477056228314,3.565598313566411,0.1214559739627049,0.2613136227328036,8,105991337,106053840,62504,+,66369,1044.8333333333333,1860,52.08167171797733,52.9569892473118,2.398444386096841,FALSE,not DE
ENSMUSG00000025374,Nabp2,-0.12229983898181515,5.526378541405202,0.12161438041952298,0.26160144771489935,10,128401395,128411492,10098,-,69917,807.1111111111111,1371,55.02477973568283,55.3610503282276,2.3964057977509885,FALSE,not DE
ENSMUSG00000037773,Pced1a,0.21418659312979083,4.4019516673052115,0.1216618757851252,0.2616506265619761,2,130417247,130424701,7455,-,319513,2893.714285714286,3496,54.65047393364928,52.2597254004577,2.3957951366130352,FALSE,not DE
ENSMUSG00000004815,Dgkq,0.2804479415140181,4.6048027925793065,0.12178180093454352,0.2618555241956926,5,108646693,108669672,22980,-,110524,3449.818181818182,5345,53.50479603668175,53.6202057998129,2.394254400712345,FALSE,not DE
ENSMUSG00000028496,Mllt3,-0.11267471082406529,6.3685879543871255,0.1219549973083723,0.26217485962548687,4,87769925,88033364,263440,-,70122,2401.875,6069,43.944834764506886,41.4071510957324,2.3920322295961416,FALSE,not DE
ENSMUSG00000040025,Ythdf2,-0.11307117124196463,6.422209118177415,0.12222921292667942,0.2627043326365449,4,132184912,132212303,27392,-,213541,2035,4129,47.81326781326781,46.0644223782998,2.3885210903223832,FALSE,not DE
ENSMUSG00000031834,Pik3r2,0.1389034229848805,4.893472131214334,0.12225075468108093,0.2627043326365449,8,70768176,70776713,8538,-,18709,1063.8333333333333,3165,60.86479711734295,61.4218009478673,2.3882456332804267,FALSE,not DE
ENSMUSG00000031753,Cog4,0.12743252678904493,5.5172480039970555,0.122395854065739,0.2629629372747329,8,110846600,110882227,35628,+,102339,1017.5714285714286,2737,51.670644391408096,51.6989404457435,2.386391630777643,FALSE,not DE
ENSMUSG00000036840,Siah1a,-0.1439663303197802,3.654813742633098,0.12245411497039335,0.2630349058069804,8,86724007,86745934,21928,-,20437,1968,1968,42.8861788617886,42.8861788617886,2.38564788968414,FALSE,not DE
ENSMUSG00000023353,Agap3,0.10259810355617592,5.783426182530903,0.12271152795649323,0.2635345430557766,5,24452177,24502047,49871,+,213990,1834.6666666666667,3207,62.109375,61.2410352354225,2.382366523933227,FALSE,not DE
ENSMUSG00000056737,Capg,0.10325860458741574,9.453502818521926,0.12286451364852181,0.2637859942051727,6,72544391,72562983,18593,+,12332,794.8181818181819,1400,57.40592473979184,57.0714285714286,2.380419957459708,FALSE,not DE
ENSMUSG00000056055,Sag,0.3119430064167131,1.8951482606696233,0.12293343017961689,0.2637859942051727,1,87803680,87845158,41479,+,20215,1920.4444444444443,4727,50.23721360796113,49.6509414004654,2.3795439522635746,FALSE,not DE
ENSMUSG00000024454,Hdac3,-0.08874809776388143,6.116490205496964,0.12296582975803418,0.2637859942051727,18,37935844,37955016,19173,-,15183,1627.6666666666667,3585,49.01699774728652,47.0850767085077,2.379132306089115,FALSE,not DE
ENSMUSG00000025958,Creb1,0.10965700711724795,6.9020190644503066,0.12296801420016018,0.2637859942051727,1,64532645,64604548,71904,+,12912,2410.6363636363635,8364,42.640570200248895,39.5982783357245,2.3791045564390174,FALSE,not DE
ENSMUSG00000034868,Myl12b,0.20661110337751196,3.344809930612348,0.12301332987222958,0.2637859942051727,17,70973133,70990890,17758,-,67938,1061.75,2143,50.85943018601367,52.2165188987401,2.3785290206223664,FALSE,not DE
ENSMUSG00000000568,Hnrnpd,0.10770965675929368,8.424676209952445,0.12301729268311663,0.2637859942051727,5,99955935,99978938,23004,-,11991,1551.909090909091,6811,45.099876984359426,41.6825723094993,2.3784787017658964,FALSE,not DE
ENSMUSG00000029009,Mthfr,0.15637602383724533,4.686471509910351,0.12302032656813561,0.2637859942051727,4,148039077,148059551,20475,+,17769,2592.1428571428573,6072,56.03747588867458,55.7476943346509,2.378440179410635,FALSE,not DE
ENSMUSG00000021257,Angel1,-0.17527564806629153,3.749460230363747,0.12302728443724585,0.2637859942051727,12,86700502,86726460,25959,-,68737,1117.6666666666667,3850,54.69728601252612,55.7662337662338,2.3783518367645424,FALSE,not DE
ENSMUSG00000031807,Pgls,-0.21491669664147575,5.970747999667807,0.12314297086658692,0.26395408536545195,8,71592176,71601092,8917,+,66171,1335.6,2688,61.11111111111112,57.4404761904762,2.376883801457346,FALSE,not DE
ENSMUSG00000079036,Alkbh1,0.30730766782750235,5.157638288890569,0.12315538006695348,0.26395408536545195,12,87425840,87444017,18178,-,"c(211064, 654309)",1682.5,3857,48.00396235760276,45.6053927923256,2.3767264223094244,FALSE,not DE
ENSMUSG00000022545,Ercc4,-0.10265616887990243,5.10902304446729,0.12331821836315193,0.26424977112233206,16,13109684,13150617,40934,+,50505,2366.8,5130,50.321108669934105,49.2787524366472,2.374662861439477,FALSE,not DE
ENSMUSG00000040943,Tet2,0.3631303615140189,5.6095981104600146,0.1234337892185452,0.2644208583476798,3,133463679,133545139,81461,-,214133,3533.2,9179,44.14411864598662,45.3535243490576,2.3732001286247595,FALSE,not DE
ENSMUSG00000060166,Zdhhc8,-0.13677415648095018,5.63238873179017,0.12344784753776541,0.2644208583476798,16,18220753,18235136,14384,-,27801,2760,4868,60.507246376811565,59.860312243221,2.3730223019395034,FALSE,not DE
ENSMUSG00000045576,St7l,0.17250305369142827,4.58716023443873,0.12353946651379447,0.26456375268337196,3,104864005,104930064,66060,+,229681,2165.6363636363635,5728,44.5932331458316,44.0642458100559,2.3718639441150486,FALSE,not DE
ENSMUSG00000028797,Tmem234,0.10165614626601673,7.24381128003991,0.12360353080179186,0.2646475920533427,4,129600668,129624059,23392,+,76799,787.8571428571429,1575,55.128437594439426,55.5555555555556,2.3710545321991905,FALSE,not DE
ENSMUSG00000061904,Slc25a3,0.10349752108954019,8.891830821120505,0.1240555317543033,0.2655618416554231,10,91116574,91124059,7486,-,18674,1493.75,4039,47.09623430962344,43.5751423619708,2.3653569841353814,FALSE,not DE
ENSMUSG00000024145,Pigf,-0.22735230995165695,3.0014390170422707,0.12408365416169738,0.26556852196364084,17,86997256,87025406,28151,-,18701,988,988,44.4331983805668,44.4331983805668,2.3650032582226093,FALSE,not DE
ENSMUSG00000020864,Ankrd40,0.08631543148815958,6.292091705480539,0.12413814335108543,0.2656316193946876,11,94328001,94341841,13841,+,71452,1552,3487,51.88144329896909,50.8173214797821,2.3643181420177566,FALSE,not DE
ENSMUSG00000022390,Zc3h7b,-0.10851067435181554,6.454760791113031,0.1244159567706995,0.26614238355283787,15,81745057,81796260,51204,+,20286,3142.5,5740,55.497215592680995,55.4878048780488,2.3608302565091606,FALSE,not DE
ENSMUSG00000022914,Brwd1,0.2558390214772254,6.465934872492037,0.12442695130139267,0.26614238355283787,16,95992092,96082526,90435,-,93871,2931.9375,9843,45.8677069344077,45.5450574011988,2.360692400570322,FALSE,not DE
ENSMUSG00000018572,Phf23,-0.10441352187742303,6.263363077550972,0.12445311343944625,0.2661447495377085,11,69995777,70000009,4233,+,78246,1271,2214,55.23210070810386,57.0460704607046,2.360364418567759,FALSE,not DE
ENSMUSG00000022136,Dnajc3,-0.1584193608824606,7.156206184023053,0.12462953279640164,0.2664683770860262,14,118937976,118981697,43722,+,100037258,5141,5141,43.2017117292356,43.2017117292356,2.3581547319433476,FALSE,not DE
ENSMUSG00000078784,Rbis,0.14490643408991716,4.693454273208087,0.12475567343072959,0.26665186881798075,3,14606284,14611285,5002,-,69126,590.8,1174,39.133378469871346,37.9897785349233,2.3565769248820008,FALSE,not DE
ENSMUSG00000032280,Tle3,0.10883339564058761,7.500908128955127,0.12476556091370405,0.26665186881798075,9,61372366,61418497,46132,+,21887,2955.5,8638,56.305569653564916,53.160453808752,2.356453324003958,FALSE,not DE
ENSMUSG00000029311,Hsd17b11,0.23780447706333183,5.243104820052475,0.12506204152050904,0.26723174512791126,5,103989762,104021919,32158,-,114664,2029.5,2234,46.95737866469575,45.076096687556,2.352752142477314,FALSE,not DE
ENSMUSG00000017550,Atad5,-0.2500503194942011,4.526513609642787,0.12516253575360817,0.26739269001907195,11,80089400,80135794,46395,+,237877,4915,7272,40.981688708036614,41.8454345434543,2.351499811818087,FALSE,not DE
ENSMUSG00000033083,Tbc1d4,-0.2482498865850894,6.449265629325541,0.12540567825256244,0.26785825747008213,14,101442360,101609191,166832,-,210789,3363.9,6483,51.276791819019586,49.9460126484652,2.3484744545009235,FALSE,not DE
ENSMUSG00000035726,Supt16,-0.09967235771548949,7.477115231298015,0.1254824656586107,0.2679683856505354,14,52160414,52197416,37003,-,114741,2610.5,4673,45.48936985251873,45.7093943933234,2.3475203633078348,FALSE,not DE
ENSMUSG00000029060,Mib2,0.18383786611958386,4.259679773152057,0.12552666156245768,0.2680088842445076,4,155654677,155669198,14522,-,76580,1592.111111111111,3642,60.17865866424733,61.1477210323998,2.346971518918025,FALSE,not DE
ENSMUSG00000050428,Fbxo46,-0.1911342184360105,4.88950938193076,0.12570531071653301,0.2682997565126899,7,19119859,19140172,20314,+,243867,3685.5,4873,55.56912223578892,53.7040837266571,2.3447551607170567,FALSE,not DE
ENSMUSG00000029580,Actb,-0.09471471023894563,12.750975977677722,0.12571809167923548,0.2682997565126899,5,142903115,142906754,3640,-,11461,876.4444444444445,1920,54.39908722109532,51.1458333333333,2.344596731663387,FALSE,not DE
ENSMUSG00000029405,G3bp2,-0.08881736797462864,7.784009405671676,0.12576257556232184,0.2682997565126899,5,92052146,92083719,31574,-,23881,2216.6,4232,44.369755481367875,42.9584120982987,2.3440454620839972,FALSE,not DE
ENSMUSG00000036835,Psenen,-0.08567940813720896,6.068068455866384,0.12576393218571671,0.2682997565126899,7,30561863,30563627,1765,-,66340,476.57142857142856,708,53.05755395683452,53.8135593220339,2.344028653441006,FALSE,not DE
ENSMUSG00000020719,Ddx5,0.22012606339797222,10.684322735147767,0.12587945033130163,0.2684922733773265,11,106780355,106789185,8831,-,13207,1369.5555555555557,3593,44.81583644329061,43.3064291678263,2.342598115623616,FALSE,not DE
ENSMUSG00000028145,Them4,-0.3372542111561837,1.8202475472413646,0.12612087842439026,0.2689532163468929,3,94310089,94332540,22452,+,75778,1659.6666666666667,2258,44.727856999397495,43.4455270150576,2.339613057711894,FALSE,not DE
ENSMUSG00000044167,Foxo1,-0.16421114020324631,7.870170326382271,0.1261828052941701,0.26900083194450647,3,52268336,52353221,84886,+,56458,8665,8665,48.5170225043278,48.5170225043278,2.338848407019597,FALSE,not DE
ENSMUSG00000030824,Nucb1,0.1506821185231677,8.388258478749844,0.1261938566728936,0.26900083194450647,7,45490458,45510406,19949,-,18220,1438.6,4853,54.61559849854024,52.7096641252833,2.338711992446619,FALSE,not DE
ENSMUSG00000032624,Eml4,0.10172385057303698,6.40114920769248,0.1265265048748564,0.26965580553385327,17,83350931,83480361,129431,+,78798,4601.333333333333,5441,46.794407418139656,47.1420694725234,2.3346120987152545,FALSE,not DE
ENSMUSG00000028409,Smu1,-0.15397535004738924,6.7650351737989824,0.12659799213397085,0.26975403659920527,4,40736542,40757923,21382,-,74255,1188,2418,45.6439393939394,44.3341604631927,2.3337325819654424,FALSE,not DE
ENSMUSG00000036099,Vezt,0.1751535920187436,3.8782648505234305,0.126657422344939,0.26982654234816333,10,93939165,94035817,96653,-,215008,2957,11138,45.07947243828207,43.1226432034477,2.333001824946699,FALSE,not DE
ENSMUSG00000036327,Qsox2,0.16179778930496064,3.4437629270950456,0.12672580939410893,0.26991809652781734,2,26208637,26237525,28889,-,227638,3285,4011,50.41095890410957,49.0401396160558,2.3321614059171907,FALSE,not DE
ENSMUSG00000038240,Pdss2,-0.21868346577021291,2.6039257380014273,0.12693808050846372,0.2703160166721936,10,43221486,43464882,243397,+,71365,1841.3333333333333,4075,48.73280231716148,46.8957055214724,2.329555982769028,FALSE,not DE
ENSMUSG00000031928,Mre11a,-0.10323823943325625,5.735782742837008,0.12704177686881415,0.27048261252766964,9,14784654,14837123,52470,+,17535,1822,5660,45.911086717892424,45.8303886925795,2.3282849714576486,FALSE,not DE
ENSMUSG00000022641,Bbx,0.1247083749985598,5.751421630597059,0.1272449105323042,0.27086080955393493,16,50191844,50432390,240547,-,70508,3739.222222222222,8743,44.41803108192436,42.8571428571429,2.3257984938900176,FALSE,not DE
ENSMUSG00000028969,Cdk5,0.1881826060999381,4.863120616011223,0.12727047998804822,0.27086095740994753,5,24418241,24423530,5290,-,12568,1056.3333333333333,2059,52.855790470179855,53.4239922292375,2.32548582142263,FALSE,not DE
ENSMUSG00000067235,H2-Q10,0.3202670378307732,2.4243220457268215,0.12758215985067672,0.27146989221432055,17,35470089,35474563,4475,+,15007,2597.3333333333335,4328,54.145277207392205,53.2347504621072,2.3216800978535375,FALSE,not DE
ENSMUSG00000050855,Zfp940,-0.2835202221636981,2.2781864681790154,0.1276677700390167,0.2715976473772152,7,29833620,29853669,20050,-,233057,2317.25,3712,45.2799654763189,43.6422413793103,2.3206365775894575,FALSE,not DE
ENSMUSG00000035559,Mpv17l2,-0.14113052046342167,4.4621919127999,0.12772120108426088,0.27165690787285124,8,70758649,70760946,2298,-,234384,579.75,980,61.75075463561879,61.0204081632653,2.3199856901773543,FALSE,not DE
ENSMUSG00000020528,Prpsap2,-0.16052947038579604,4.646262216896757,0.12777226745223455,0.2716634602294428,11,61729650,61762088,32439,-,212627,1456,1837,45.587225274725284,45.4545454545455,2.319363892017442,FALSE,not DE
ENSMUSG00000055760,Gemin6,-0.3715020965820583,2.2777423839543043,0.12777543280985657,0.2716634602294428,17,80224441,80228497,4057,+,67242,901,1134,46.67036625971143,45.8553791887125,2.319325358855636,FALSE,not DE
ENSMUSG00000035958,Tdp2,0.19480856122533635,5.058190653603905,0.12786426388872127,0.2717979209577741,13,24831679,24842153,10475,+,56196,1137.5714285714287,1957,45.57327640336558,43.0250383239653,2.318244415766344,FALSE,not DE
ENSMUSG00000014592,Camta1,0.21789348480170515,2.9893705841441185,0.12790937206333616,0.27183940577366084,4,150917322,151861876,944555,-,100072,3392.769230769231,8533,49.26313880197704,50.7676081096918,2.317695835831655,FALSE,not DE
ENSMUSG00000036160,Surf6,-0.1105974132793094,5.480146259226034,0.12795763540963434,0.2718875781798632,2,26888628,26902879,14252,-,20935,1098.5714285714287,2971,52.21066319895969,53.1134298216089,2.3171091229160297,FALSE,not DE
ENSMUSG00000034621,Gpatch8,-0.10319531837050566,6.47494932008268,0.12820350559648483,0.2723555272891724,11,102475915,102556392,80478,-,237943,2428.3333333333335,6871,49.67055593685654,49.4251200698588,2.314124023617685,FALSE,not DE
ENSMUSG00000025326,Ube3a,-0.10904339602630535,6.8654290771434106,0.1282800595050677,0.27246366567943,7,59228750,59311536,82787,+,22215,2171.5,9856,38.158467009491645,36.9419642857143,2.313195886941269,FALSE,not DE
ENSMUSG00000056305,Usp39,-0.14584630776390659,5.890616259293278,0.12835498079261412,0.27256829387827813,6,72318678,72345184,26507,-,28035,1232,2244,50.00000000000003,50.8021390374332,2.3122881410334557,FALSE,not DE
ENSMUSG00000043483,Gm6863,-0.2528015067644898,2.3443405107712905,0.12853583136409144,0.2728431326764112,12,96922423,96923058,636,-,"NA",636,636,47.1698113207547,47.1698113207547,2.3100993853115224,FALSE,not DE
ENSMUSG00000041272,Tox,-0.14207295223105287,6.8687400594962895,0.1285516781462368,0.2728431326764112,4,6686353,6991557,305205,-,252838,2326.75,3961,45.08434511657893,45.0896238323656,2.309907762040311,FALSE,not DE
ENSMUSG00000079363,Gbp4,0.2558148121738043,8.286923218734314,0.12856146479433608,0.2728431326764112,5,105115767,105139586,23820,-,17472,2404.1666666666665,4538,44.11785095320623,42.8162185985015,2.309789432571847,FALSE,not DE
ENSMUSG00000031327,Chic1,0.19143501814106523,3.1909907970005493,0.1286001490589157,0.2728707118065926,X,103356476,103396092,39617,+,12212,7375,7375,37.7627118644068,37.7627118644068,2.3093218028359246,FALSE,not DE
ENSMUSG00000023791,Pigx,0.0876484202777217,6.1047566056925655,0.12869211492322188,0.2730113131045462,16,32084416,32099740,15325,-,72084,805.5384615384615,993,48.87318563789152,49.1440080563948,2.308210714000279,FALSE,not DE
ENSMUSG00000030541,Idh2,-0.16193108932754538,4.472245972824791,0.1287210368187588,0.2730181415912252,7,80094846,80115392,20547,-,269951,1018.7142857142857,1790,55.938858505118525,55.586592178771,2.3078614758701974,FALSE,not DE
ENSMUSG00000026643,Nmt2,0.11887977618597272,5.2680250114027745,0.12892604549597197,0.2733983739784816,2,3284212,3328877,44666,+,18108,2687.25,4461,44.22736998790585,42.5689307330195,2.3053884546007684,FALSE,not DE
ENSMUSG00000029507,Pus1,-0.14754391898834057,5.603397367124641,0.12897473304858917,0.2734470288307613,5,110773667,110780659,6993,-,56361,1338.857142857143,1868,56.519419547588576,58.1370449678801,2.3048017799209486,FALSE,not DE
ENSMUSG00000033126,Ybey,-0.2865956443249582,2.273024160189122,0.12903635599316685,0.27352308388733154,10,76459567,76469114,9548,-,216119,3010.5,4522,48.84570669324032,50.3317116320212,2.3040595901494694,FALSE,not DE
ENSMUSG00000065979,Cpped1,0.1683420616952509,4.163072923420898,0.12918100929195278,0.2737750759575264,16,11803721,11909445,105725,-,223978,1936,2663,50.44421487603305,49.1550882463387,2.3023189289475336,FALSE,not DE
ENSMUSG00000044881,Coa4,-0.22029904128271424,3.2941617407607087,0.1292871485136848,0.27394536036552164,7,100537071,100540369,3299,+,68185,1154,1391,48.411322934719806,49.7483824586628,2.301043101136612,FALSE,not DE
ENSMUSG00000030225,Dera,-0.15537564204859952,5.492918251206274,0.12931506771569176,0.2739498702186035,6,137754546,137857340,102795,+,232449,914.4666666666667,2834,47.58329080702777,47.9181369089626,2.3007076971433165,FALSE,not DE
ENSMUSG00000097729,2310015A10Rik,-0.28386669864156944,4.594208347203031,0.12938959460042035,0.2740530954826849,12,80120546,80132844,12299,-,"NA",836.75,1399,54.167911562593346,54.8963545389564,2.299812772345085,FALSE,not DE
ENSMUSG00000039234,Sec24d,0.1697761005686917,4.921076564906327,0.12959274222999823,0.27442864991368443,3,123267455,123365641,98187,+,69608,1491.875,3903,47.77545035609552,50.6277222649244,2.297376273161035,FALSE,not DE
ENSMUSG00000023030,Slc11a2,-0.12149585012275928,5.098148736631087,0.1296439360955862,0.2744823378926284,15,100387898,100425072,37175,-,18174,1343.125,4415,51.65193113075851,50.39637599094,2.2967629388525115,FALSE,not DE
ENSMUSG00000057863,Rpl36,-0.10730373083712386,8.786276253595915,0.1297113758719173,0.2745703934857524,17,56613416,56614243,828,+,54217,383,383,60.8355091383812,60.8355091383812,2.295955380318148,FALSE,not DE
ENSMUSG00000021000,Mia2,-0.09620742073794912,7.008904172076658,0.1297611729881657,0.27462107580798883,12,59095799,59191583,95785,+,338320,2128.6521739130435,4434,43.75702118098818,46.1434370771313,2.2953593843436693,FALSE,not DE
ENSMUSG00000025026,Add3,-0.10092968028442137,7.943431706039802,0.12981769307814345,0.27468596332192025,19,53140443,53247399,106957,+,27360,2666.625,4426,47.424178502789104,45.4360596475373,2.2946832333665768,FALSE,not DE
ENSMUSG00000027371,Fahd2a,-0.2029913020894835,2.9144300351568666,0.12997665639168107,0.274967545148862,2,127436215,127444565,8351,-,68126,708.8571428571429,1462,54.87706569931482,53.8303693570452,2.2927833098874437,FALSE,not DE
